Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá,Ngành_hàng
Xoài cát Hòa Lộc,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,12/24/2021 12:00:00 AM,42500.0,"Rau, quả"
Bắp cải,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,16000.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,55000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,45000.0,"Rau, quả"
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Cam canh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,60000.0,"Rau, quả"
Cam Cao Phong,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,25000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,35000.0,"Rau, quả"
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,25000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,25000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,17000.0,"Rau, quả"
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,30000.0,"Rau, quả"
Mồng tơi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,7000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,25000.0,"Rau, quả"
Quả bí đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,16000.0,"Rau, quả"
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,45000.0,"Rau, quả"
Rau cần,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,5000.0,"Rau, quả"
Rau muống,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,5000.0,"Rau, quả"
Su hào,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,5000.0,"Rau, quả"
Súp lơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Thanh long ruột đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,40000.0,"Rau, quả"
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,35000.0,"Rau, quả"
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,18000.0,"Rau, quả"
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,35000.0,"Rau, quả"
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,18000.0,"Rau, quả"
Cam canh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,35000.0,"Rau, quả"
Cam Vinh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Chanh tươi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Củ cải trắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,18000.0,"Rau, quả"
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Khoai sọ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,30000.0,"Rau, quả"
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,30000.0,"Rau, quả"
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,18000.0,"Rau, quả"
Ngọn su su,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,16500.0,"Rau, quả"
Quả bí thơm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Quýt ngọt Phù Yên,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,35000.0,"Rau, quả"
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,25000.0,"Rau, quả"
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,20000.0,"Rau, quả"
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,15000.0,"Rau, quả"
Súp lơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,45000.0,"Rau, quả"
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/23/2021 12:00:00 AM,25000.0,"Rau, quả"
Bưởi da xanh,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,22000.0,"Rau, quả"
Bưởi long Núm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,10000.0,"Rau, quả"
Bưởi năm roi,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,13000.0,"Rau, quả"
Cải bẹ xanh,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,11000.0,"Rau, quả"
Cải xà lách,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,14000.0,"Rau, quả"
Cam dây,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,9500.0,"Rau, quả"
Cam sành,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,22000.0,"Rau, quả"
Chôm chôm nhãn,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,21000.0,"Rau, quả"
Chuối già,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,3000.0,"Rau, quả"
Chuối sim,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,10000.0,"Rau, quả"
Dưa chuột/dưa chuội,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,9000.0,"Rau, quả"
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,7000.0,"Rau, quả"
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,110000.0,"Rau, quả"
Nhãn tiêu quế,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,16000.0,"Rau, quả"
Ổi không hạt,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,3500.0,"Rau, quả"
Sapo,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,16000.0,"Rau, quả"
Sầu Riêng Ri 6,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,55000.0,"Rau, quả"
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,4000.0,"Rau, quả"
Trái dứa/thơm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,5500.0,"Rau, quả"
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,58000.0,"Rau, quả"
Trái Vú Sữa lò rèn Cần Thơ,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,27000.0,"Rau, quả"
Trái Vú Sữa lò rèn TG,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,30000.0,"Rau, quả"
Xoài keo,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,12/22/2021 12:00:00 AM,10000.0,"Rau, quả"
Bắp cải,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,50000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,40000.0,"Rau, quả"
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Cam canh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,50000.0,"Rau, quả"
Cam Cao Phong,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,25000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,40000.0,"Rau, quả"
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,17000.0,"Rau, quả"
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,30000.0,"Rau, quả"
Mồng tơi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,7000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Quả bí đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,17000.0,"Rau, quả"
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,35000.0,"Rau, quả"
Rau cần,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,6000.0,"Rau, quả"
Rau muống,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,6000.0,"Rau, quả"
Su hào,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,5000.0,"Rau, quả"
Súp lơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Thanh long ruột đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,40000.0,"Rau, quả"
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,40000.0,"Rau, quả"
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,18000.0,"Rau, quả"
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,40000.0,"Rau, quả"
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,18000.0,"Rau, quả"
Cam canh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,35000.0,"Rau, quả"
Cam Vinh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Chanh tươi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Củ cải trắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,18000.0,"Rau, quả"
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Khoai sọ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,30000.0,"Rau, quả"
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,30000.0,"Rau, quả"
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,18000.0,"Rau, quả"
Ngọn su su,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,16500.0,"Rau, quả"
Quả bí thơm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Quýt ngọt Phù Yên,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,35000.0,"Rau, quả"
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,25000.0,"Rau, quả"
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,20000.0,"Rau, quả"
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,15000.0,"Rau, quả"
Súp lơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,45000.0,"Rau, quả"
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/21/2021 12:00:00 AM,25000.0,"Rau, quả"
Củ cải trắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,15000.0,"Rau, quả"
Dưa chuột/dưa chuội,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,13000.0,"Rau, quả"
Dưa hấu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,7000.0,"Rau, quả"
Mướp,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,15000.0,"Rau, quả"
Mướp đắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,16000.0,"Rau, quả"
Nhãn,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Quả bầu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,9000.0,"Rau, quả"
Quả bí đỏ,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,16000.0,"Rau, quả"
Sầu riêng cơm vàng hạt lép,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,65000.0,"Rau, quả"
Trái dứa/thơm (nhỏ),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,15000.0,"Rau, quả"
Trái dứa/thơm (to),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,14000.0,"Rau, quả"
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,45000.0,"Rau, quả"
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,30000.0,"Rau, quả"
Cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Cam canh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,35000.0,"Rau, quả"
Cam Vinh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Chanh tươi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,18000.0,"Rau, quả"
Củ cải trắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,18000.0,"Rau, quả"
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,25000.0,"Rau, quả"
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Khoai sọ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,30000.0,"Rau, quả"
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,15000.0,"Rau, quả"
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,30000.0,"Rau, quả"
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,18000.0,"Rau, quả"
Ngọn su su,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,25000.0,"Rau, quả"
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,16500.0,"Rau, quả"
Quả bí thơm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Quýt ngọt Phù Yên,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,35000.0,"Rau, quả"
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,15000.0,"Rau, quả"
Rau muống,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,18000.0,"Rau, quả"
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,25000.0,"Rau, quả"
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,20000.0,"Rau, quả"
Súp lơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,50000.0,"Rau, quả"
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,30000.0,"Rau, quả"
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/20/2021 12:00:00 AM,25000.0,"Rau, quả"
Bắp cải,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,15000.0,"Rau, quả"
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,50000.0,"Rau, quả"
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,40000.0,"Rau, quả"
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,15000.0,"Rau, quả"
Cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,20000.0,"Rau, quả"
Cam canh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,50000.0,"Rau, quả"
Cam Cao Phong,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,20000.0,"Rau, quả"
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,40000.0,"Rau, quả"
Đu đủ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,15000.0,"Rau, quả"
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,22000.0,"Rau, quả"
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,25000.0,"Rau, quả"
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,15000.0,"Rau, quả"
Mồng tơi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,7000.0,"Rau, quả"
Nhãn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,40000.0,"Rau, quả"
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,20000.0,"Rau, quả"
Quả bí đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,18000.0,"Rau, quả"
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,30000.0,"Rau, quả"
Rau cần,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,7000.0,"Rau, quả"
Rau muống,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,6000.0,"Rau, quả"
Su hào,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,12/17/2021 12:00:00 AM,6000.0,"Rau, quả"
