Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,20000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,25000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,20000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,20000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,15000.0
Rau cải bó xôi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,20000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,40000.0
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,15000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-28,25000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,15000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,40000.0
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2025-04-25,13000.0
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,20000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,25000.0
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,35000.0
Hồng xiêm,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,40000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,16000.0
Mướp,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,25000.0
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,17000.0
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,40000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,20000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,20000.0
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-25,7000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-25,8000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-25,7000.0
Rau ngót,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-25,10000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-25,50000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,29000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,12000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,18500.0
Cải bẹ xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,15000.0
Cam dây,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,15500.0
Cam sành,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,18500.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,18000.0
Chôm chôm nhãn,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,25000.0
Chuối già,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,5000.0
Chuối sim,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,12000.0
Đu đủ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,10000.0
Dưa chuột/dưa chuột,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,11000.0
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,11000.0
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2025-04-25,14800.0
Dừa tươi,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2025-04-25,117000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,26000.0
Mít thái,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,28000.0
Ổi không hạt,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,8500.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,65000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,54000.0
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,28000.0
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,20000.0
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,6500.0
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,10300.0
Vú sữa lò rèn TG,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,42000.0
Xà lách,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,17000.0
Xoài Cát Chu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,22000.0
Xoài keo,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-25,17500.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,10000.0
Bắp cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,10000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,35000.0
Bưởi Diễn,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2025-04-24,10000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,12000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,35000.0
Chanh leo tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,25000.0
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,10000.0
Đào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,30000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,25000.0
Dưa chuột/dưa chuột,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Mận hậu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,100000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,25000.0
Mơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,25000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,30000.0
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,25000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,15000.0
Rau cải bó xôi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,20000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,40000.0
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,15000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-24,25000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,29000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,12000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,18500.0
Cải bẹ xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,15000.0
Cam dây,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,15500.0
Cam sành,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,18500.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,18000.0
Chôm chôm nhãn,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,25000.0
Chuối già,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,5000.0
Chuối sim,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,12000.0
Đu đủ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,10000.0
Dưa chuột/dưa chuột,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,11000.0
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,11000.0
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2025-04-23,14800.0
Dừa tươi,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2025-04-23,117000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,26000.0
Mít thái,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,28000.0
Ổi không hạt,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,8500.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,65000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,54000.0
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,28000.0
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,20000.0
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,6500.0
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,10300.0
Vú sữa lò rèn TG,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,42000.0
Xà lách,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,17000.0
Xoài Cát Chu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,22000.0
Xoài keo,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-23,17500.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,65000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,15000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,40000.0
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2025-04-22,13000.0
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-22,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,25000.0
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,40000.0
Hồng xiêm,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,40000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,16000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,30000.0
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,17000.0
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,40000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,20000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,20000.0
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-22,7000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-22,10000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-22,7000.0
Su hào,Hà Nội,Bán lẻ,VNĐ/củ,VNĐ,CTV địa phương,2025-04-22,7000.0
Súp lơ xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-22,18000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-22,50000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,12000.0
Bắp cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,12000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,35000.0
Bưởi Diễn,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2025-04-21,10000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,12000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,20000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,35000.0
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,12000.0
Đào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,30000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Dưa chuột/dưa chuột,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,20000.0
Mận hậu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,120000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Mơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,35000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,20000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,25000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,15000.0
Rau cải bó xôi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,20000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,50000.0
Su hào,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,15000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,65000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,15000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,40000.0
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2025-04-18,13000.0
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,25000.0
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,40000.0
Hồng xiêm,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,40000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,16000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,30000.0
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,17000.0
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,40000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,20000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,20000.0
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-18,7000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-18,10000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-18,7000.0
Su hào,Hà Nội,Bán lẻ,VNĐ/củ,VNĐ,CTV địa phương,2025-04-18,7000.0
Súp lơ xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,18000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-18,50000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,28000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,12000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,18000.0
Cải bẹ xanh,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,14500.0
Cam dây,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,16000.0
Cam sành,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,19000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,18000.0
Chôm chôm nhãn,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,26000.0
Chuối già,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,5000.0
Chuối sim,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,12000.0
Đu đủ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,10000.0
Dưa chuột/dưa chuột,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,11000.0
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,13000.0
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2025-04-16,15000.0
Dừa tươi,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2025-04-16,115000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,25000.0
Mít thái,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,27000.0
Ổi không hạt,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,8000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,75000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,65000.0
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,29000.0
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,21000.0
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,6700.0
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,10500.0
Vú sữa lò rèn TG,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,42000.0
Xà lách,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,16000.0
Xoài Cát Chu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,22000.0
Xoài keo,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,17000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,65000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,15000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,40000.0
Dứa,Hà Nội,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2025-04-15,13000.0
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-15,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,25000.0
Dưa lê,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,40000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,16000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,30000.0
Quả bí đao,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,17000.0
Quýt sim,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,40000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,20000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,20000.0
Rau dền,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-15,7000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-15,10000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2025-04-15,7000.0
Su hào,Hà Nội,Bán lẻ,VNĐ/củ,VNĐ,CTV địa phương,2025-04-15,7000.0
Súp lơ xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-15,18000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/kg,VNĐ,CTV địa phương,2025-04-15,50000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,15000.0
Bắp cải thảo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,35000.0
