Tên_mặt_hàng,Ngày(int),Giá,Ngày
OM 5451,1147,8350.0,2024-02-25
OM 5451,1154,8350.0,2024-03-03
OM 5451,1161,8350.0,2024-03-10
OM 5451,1168,8350.0,2024-03-17
OM 5451,1175,8350.0,2024-03-24
OM 5451,1182,8350.0,2024-03-31
OM 5451,1189,8350.0,2024-04-07
OM 5451,1196,8350.0,2024-04-14
OM 5451,1203,8350.0,2024-04-21
OM 5451,1210,8350.0,2024-04-28
OM 5451,1217,8350.0,2024-05-05
OM 5451,1224,8350.0,2024-05-12
OM 5451,1231,8350.0,2024-05-19
OM 5451,1238,8350.0,2024-05-26
OM 5451,1245,8350.0,2024-06-02
OM 5451,1252,8350.0,2024-06-09
OM 5451,1259,8350.0,2024-06-16
OM 5451,1266,8350.0,2024-06-23
OM 5451,1273,8350.0,2024-06-30
OM 5451,1280,8350.0,2024-07-07
OM 5451,1287,8350.0,2024-07-14
OM 5451,1294,8350.0,2024-07-21
OM 5451,1301,8350.0,2024-07-28
OM 5451,1308,8350.0,2024-08-04
OM 5451,1315,8350.0,2024-08-11
OM 5451,1322,8350.0,2024-08-18
OM 5451,1329,8350.0,2024-08-25
OM 5451,1336,8350.0,2024-09-01
OM 5451,1343,8350.0,2024-09-08
OM 5451,1350,8350.0,2024-09-15
OM 5451,1357,8350.0,2024-09-22
OM 5451,1364,8350.0,2024-09-29
OM 5451,1371,8350.0,2024-10-06
OM 5451,1378,8350.0,2024-10-13
OM 5451,1385,8350.0,2024-10-20
OM 5451,1392,8350.0,2024-10-27
OM 5451,1399,8350.0,2024-11-03
OM 5451,1406,8350.0,2024-11-10
OM 5451,1413,8350.0,2024-11-17
OM 5451,1420,8350.0,2024-11-24
OM 5451,1427,8350.0,2024-12-01
OM 5451,1434,8350.0,2024-12-08
OM 5451,1441,8350.0,2024-12-15
OM 5451,1448,8350.0,2024-12-22
OM 5451,1455,8350.0,2024-12-29
OM 5451,1462,8350.0,2025-01-05
OM 5451,1469,8350.0,2025-01-12
OM 5451,1476,8350.0,2025-01-19
OM 5451,1483,8350.0,2025-01-26
OM 5451,1490,8350.0,2025-02-02
OM 5451,1497,8350.0,2025-02-09
OM 5451,1504,8350.0,2025-02-16
OM 5451,1511,8350.0,2025-02-23
OM 5451,1518,8350.0,2025-03-02
OM 5451,1525,8350.0,2025-03-09
OM 5451,1532,8350.0,2025-03-16
OM 5451,1539,8350.0,2025-03-23
OM 5451,1546,8350.0,2025-03-30
OM 5451,1553,8350.0,2025-04-06
OM 5451,1560,8350.0,2025-04-13
OM 5451,1567,8350.0,2025-04-20
OM 5451,1574,8350.0,2025-04-27
OM 5451,1581,8350.0,2025-05-04
OM 5451,1588,8350.0,2025-05-11
OM 5451,1595,8350.0,2025-05-18
Gạo NL 25% tấm,734,9400.0,2023-01-08
Gạo NL 25% tấm,741,9400.0,2023-01-15
Gạo NL 25% tấm,748,9400.0,2023-01-22
Gạo NL 25% tấm,755,9400.0,2023-01-29
Gạo NL 25% tấm,762,9400.0,2023-02-05
Gạo NL 25% tấm,769,9400.0,2023-02-12
Gạo NL 25% tấm,776,9400.0,2023-02-19
Gạo NL 25% tấm,783,9400.0,2023-02-26
Gạo NL 25% tấm,790,9400.0,2023-03-05
Gạo NL 25% tấm,797,9400.0,2023-03-12
Gạo NL 25% tấm,804,9400.0,2023-03-19
Gạo NL 25% tấm,811,9400.0,2023-03-26
Gạo NL 25% tấm,818,9400.0,2023-04-02
Gạo NL 25% tấm,825,9400.0,2023-04-09
Gạo NL 25% tấm,832,9400.0,2023-04-16
Gạo NL 25% tấm,839,9400.0,2023-04-23
Gạo NL 25% tấm,846,9400.0,2023-04-30
Gạo NL 25% tấm,853,9400.0,2023-05-07
Gạo NL 25% tấm,860,9400.0,2023-05-14
Gạo NL 25% tấm,867,9400.0,2023-05-21
Gạo NL 25% tấm,874,9400.0,2023-05-28
Gạo NL 25% tấm,881,9400.0,2023-06-04
Gạo NL 25% tấm,888,9400.0,2023-06-11
Gạo NL 25% tấm,895,9400.0,2023-06-18
Gạo NL 25% tấm,902,9400.0,2023-06-25
Gạo NL 25% tấm,909,9400.0,2023-07-02
Gạo NL 25% tấm,916,9400.0,2023-07-09
Gạo NL 25% tấm,923,9400.0,2023-07-16
Gạo NL 25% tấm,930,9400.0,2023-07-23
Gạo NL 25% tấm,937,9400.0,2023-07-30
Gạo NL 25% tấm,944,9400.0,2023-08-06
Gạo NL 25% tấm,951,9400.0,2023-08-13
Gạo NL 25% tấm,958,9400.0,2023-08-20
Gạo NL 25% tấm,965,9400.0,2023-08-27
Gạo NL 25% tấm,972,9400.0,2023-09-03
Gạo NL 25% tấm,979,9400.0,2023-09-10
Gạo NL 25% tấm,986,9400.0,2023-09-17
Gạo NL 25% tấm,993,9400.0,2023-09-24
Gạo NL 25% tấm,1000,9400.0,2023-10-01
Gạo NL 25% tấm,1007,9400.0,2023-10-08
Gạo NL 25% tấm,1014,9400.0,2023-10-15
Gạo NL 25% tấm,1021,9400.0,2023-10-22
Gạo NL 25% tấm,1028,9400.0,2023-10-29
Gạo NL 25% tấm,1035,9400.0,2023-11-05
Gạo NL 25% tấm,1042,9400.0,2023-11-12
Gạo NL 25% tấm,1049,9400.0,2023-11-19
Gạo NL 25% tấm,1056,9400.0,2023-11-26
Gạo NL 25% tấm,1063,9400.0,2023-12-03
Gạo NL 25% tấm,1070,9400.0,2023-12-10
Gạo NL 25% tấm,1077,9400.0,2023-12-17
Gạo NL 25% tấm,1084,9400.0,2023-12-24
Gạo NL 25% tấm,1091,9400.0,2023-12-31
Gạo NL 25% tấm,1098,9400.0,2024-01-07
Gạo NL 25% tấm,1105,9400.0,2024-01-14
Gạo NL 25% tấm,1112,9400.0,2024-01-21
Gạo NL 25% tấm,1119,9400.0,2024-01-28
Gạo NL 25% tấm,1126,9400.0,2024-02-04
Gạo NL 25% tấm,1133,9400.0,2024-02-11
Gạo NL 25% tấm,1140,9400.0,2024-02-18
Gạo NL 25% tấm,1147,9400.0,2024-02-25
Gạo NL 25% tấm,1154,9400.0,2024-03-03
Gạo NL 25% tấm,1161,9400.0,2024-03-10
Gạo NL 25% tấm,1168,9400.0,2024-03-17
Gạo NL 25% tấm,1175,9400.0,2024-03-24
Gạo NL 25% tấm,1182,9400.0,2024-03-31
Gạo NL 25% tấm,1189,9400.0,2024-04-07
Gạo NL 25% tấm,1196,9400.0,2024-04-14
Gạo NL 25% tấm,1203,9400.0,2024-04-21
Gạo NL 25% tấm,1210,9400.0,2024-04-28
Gạo NL 25% tấm,1217,9400.0,2024-05-05
Gạo NL 25% tấm,1224,9400.0,2024-05-12
Gạo NL 25% tấm,1231,9400.0,2024-05-19
Gạo NL 25% tấm,1238,9400.0,2024-05-26
Gạo NL 25% tấm,1245,9400.0,2024-06-02
Gạo NL 25% tấm,1252,9400.0,2024-06-09
Gạo NL 25% tấm,1259,9400.0,2024-06-16
Gạo NL 25% tấm,1266,9400.0,2024-06-23
Gạo NL 25% tấm,1273,9400.0,2024-06-30
Gạo NL 25% tấm,1280,9400.0,2024-07-07
Gạo NL 25% tấm,1287,9400.0,2024-07-14
Gạo NL 25% tấm,1294,9400.0,2024-07-21
Gạo NL 25% tấm,1301,9400.0,2024-07-28
Gạo NL 25% tấm,1308,9400.0,2024-08-04
Gạo NL 25% tấm,1315,9400.0,2024-08-11
Gạo NL 25% tấm,1322,9400.0,2024-08-18
Gạo NL 25% tấm,1329,9400.0,2024-08-25
Gạo NL 25% tấm,1336,9400.0,2024-09-01
Gạo NL 25% tấm,1343,9400.0,2024-09-08
Gạo NL 25% tấm,1350,9400.0,2024-09-15
Gạo NL 25% tấm,1357,9400.0,2024-09-22
Gạo NL 25% tấm,1364,9400.0,2024-09-29
Gạo NL 25% tấm,1371,9400.0,2024-10-06
Gạo NL 25% tấm,1378,9400.0,2024-10-13
Gạo NL 25% tấm,1385,9400.0,2024-10-20
Gạo NL 25% tấm,1392,9400.0,2024-10-27
Gạo NL 25% tấm,1399,9400.0,2024-11-03
Gạo NL 25% tấm,1406,9400.0,2024-11-10
Gạo NL 25% tấm,1413,9400.0,2024-11-17
Gạo NL 25% tấm,1420,9400.0,2024-11-24
Gạo NL 25% tấm,1427,9400.0,2024-12-01
Gạo NL 25% tấm,1434,9400.0,2024-12-08
Gạo NL 25% tấm,1441,9400.0,2024-12-15
Gạo NL 25% tấm,1448,9400.0,2024-12-22
Gạo NL 25% tấm,1455,9400.0,2024-12-29
Gạo NL 25% tấm,1462,9400.0,2025-01-05
Gạo NL 25% tấm,1469,9400.0,2025-01-12
Gạo NL 25% tấm,1476,9400.0,2025-01-19
Gạo NL 25% tấm,1483,9400.0,2025-01-26
Gạo NL 25% tấm,1490,9400.0,2025-02-02
Gạo NL 25% tấm,1497,9400.0,2025-02-09
Gạo NL 25% tấm,1504,9400.0,2025-02-16
Gạo NL 25% tấm,1511,9400.0,2025-02-23
Gạo NL 25% tấm,1518,9400.0,2025-03-02
Gạo NL 25% tấm,1525,9400.0,2025-03-09
Gạo NL 25% tấm,1532,9400.0,2025-03-16
Gạo NL 25% tấm,1539,9400.0,2025-03-23
Gạo NL 25% tấm,1546,9400.0,2025-03-30
Gạo NL 25% tấm,1553,9400.0,2025-04-06
Gạo NL 25% tấm,1560,9400.0,2025-04-13
Gạo NL 25% tấm,1567,9400.0,2025-04-20
Gạo NL 25% tấm,1574,9400.0,2025-04-27
Gạo NL 25% tấm,1581,9400.0,2025-05-04
Gạo NL 25% tấm,1588,9400.0,2025-05-11
Gạo XK 5% tấm,734,10100.0,2023-01-08
Gạo XK 5% tấm,741,10100.0,2023-01-15
Gạo XK 5% tấm,748,10100.0,2023-01-22
Gạo XK 5% tấm,755,10100.0,2023-01-29
Gạo XK 5% tấm,762,10100.0,2023-02-05
Gạo XK 5% tấm,769,10100.0,2023-02-12
Gạo XK 5% tấm,776,10100.0,2023-02-19
Gạo XK 5% tấm,783,10100.0,2023-02-26
Gạo XK 5% tấm,790,10100.0,2023-03-05
Gạo XK 5% tấm,797,10100.0,2023-03-12
Gạo XK 5% tấm,804,10100.0,2023-03-19
Gạo XK 5% tấm,811,10100.0,2023-03-26
Gạo XK 5% tấm,818,10100.0,2023-04-02
Gạo XK 5% tấm,825,10100.0,2023-04-09
Gạo XK 5% tấm,832,10100.0,2023-04-16
Gạo XK 5% tấm,839,10100.0,2023-04-23
Gạo XK 5% tấm,846,10100.0,2023-04-30
Gạo XK 5% tấm,853,10100.0,2023-05-07
Gạo XK 5% tấm,860,10100.0,2023-05-14
Gạo XK 5% tấm,867,10100.0,2023-05-21
Gạo XK 5% tấm,874,10100.0,2023-05-28
Gạo XK 5% tấm,881,10100.0,2023-06-04
Gạo XK 5% tấm,888,10100.0,2023-06-11
Gạo XK 5% tấm,895,10100.0,2023-06-18
Gạo XK 5% tấm,902,10100.0,2023-06-25
Gạo XK 5% tấm,909,10100.0,2023-07-02
Gạo XK 5% tấm,916,10100.0,2023-07-09
Gạo XK 5% tấm,923,10100.0,2023-07-16
Gạo XK 5% tấm,930,10100.0,2023-07-23
Gạo XK 5% tấm,937,10100.0,2023-07-30
Gạo XK 5% tấm,944,10100.0,2023-08-06
Gạo XK 5% tấm,951,10100.0,2023-08-13
Gạo XK 5% tấm,958,10100.0,2023-08-20
Gạo XK 5% tấm,965,10100.0,2023-08-27
Gạo XK 5% tấm,972,10100.0,2023-09-03
Gạo XK 5% tấm,979,10100.0,2023-09-10
Gạo XK 5% tấm,986,10100.0,2023-09-17
Gạo XK 5% tấm,993,10100.0,2023-09-24
Gạo XK 5% tấm,1000,10100.0,2023-10-01
Gạo XK 5% tấm,1007,10100.0,2023-10-08
Gạo XK 5% tấm,1014,10100.0,2023-10-15
Gạo XK 5% tấm,1021,10100.0,2023-10-22
Gạo XK 5% tấm,1028,10100.0,2023-10-29
Gạo XK 5% tấm,1035,10100.0,2023-11-05
Gạo XK 5% tấm,1042,10100.0,2023-11-12
Gạo XK 5% tấm,1049,10100.0,2023-11-19
Gạo XK 5% tấm,1056,10100.0,2023-11-26
Gạo XK 5% tấm,1063,10100.0,2023-12-03
Gạo XK 5% tấm,1070,10100.0,2023-12-10
Gạo XK 5% tấm,1077,10100.0,2023-12-17
Gạo XK 5% tấm,1084,10100.0,2023-12-24
Gạo XK 5% tấm,1091,10100.0,2023-12-31
Gạo XK 5% tấm,1098,10100.0,2024-01-07
Gạo XK 5% tấm,1105,10100.0,2024-01-14
Gạo XK 5% tấm,1112,10100.0,2024-01-21
Gạo XK 5% tấm,1119,10100.0,2024-01-28
Gạo XK 5% tấm,1126,10100.0,2024-02-04
Gạo XK 5% tấm,1133,10100.0,2024-02-11
Gạo XK 5% tấm,1140,10100.0,2024-02-18
Gạo XK 5% tấm,1147,10100.0,2024-02-25
Gạo XK 5% tấm,1154,10100.0,2024-03-03
Gạo XK 5% tấm,1161,10100.0,2024-03-10
Gạo XK 5% tấm,1168,10100.0,2024-03-17
Gạo XK 5% tấm,1175,10100.0,2024-03-24
Gạo XK 5% tấm,1182,10100.0,2024-03-31
Gạo XK 5% tấm,1189,10100.0,2024-04-07
Gạo XK 5% tấm,1196,10100.0,2024-04-14
Gạo XK 5% tấm,1203,10100.0,2024-04-21
Gạo XK 5% tấm,1210,10100.0,2024-04-28
Gạo XK 5% tấm,1217,10100.0,2024-05-05
Gạo XK 5% tấm,1224,10100.0,2024-05-12
Gạo XK 5% tấm,1231,10100.0,2024-05-19
Gạo XK 5% tấm,1238,10100.0,2024-05-26
Gạo XK 5% tấm,1245,10100.0,2024-06-02
Gạo XK 5% tấm,1252,10100.0,2024-06-09
Gạo XK 5% tấm,1259,10100.0,2024-06-16
Gạo XK 5% tấm,1266,10100.0,2024-06-23
Gạo XK 5% tấm,1273,10100.0,2024-06-30
Gạo XK 5% tấm,1280,10100.0,2024-07-07
Gạo XK 5% tấm,1287,10100.0,2024-07-14
Gạo XK 5% tấm,1294,10100.0,2024-07-21
Gạo XK 5% tấm,1301,10100.0,2024-07-28
Gạo XK 5% tấm,1308,10100.0,2024-08-04
Gạo XK 5% tấm,1315,10100.0,2024-08-11
Gạo XK 5% tấm,1322,10100.0,2024-08-18
Gạo XK 5% tấm,1329,10100.0,2024-08-25
Gạo XK 5% tấm,1336,10100.0,2024-09-01
Gạo XK 5% tấm,1343,10100.0,2024-09-08
Gạo XK 5% tấm,1350,10100.0,2024-09-15
Gạo XK 5% tấm,1357,10100.0,2024-09-22
Gạo XK 5% tấm,1364,10100.0,2024-09-29
Gạo XK 5% tấm,1371,10100.0,2024-10-06
Gạo XK 5% tấm,1378,10100.0,2024-10-13
Gạo XK 5% tấm,1385,10100.0,2024-10-20
Gạo XK 5% tấm,1392,10100.0,2024-10-27
Gạo XK 5% tấm,1399,10100.0,2024-11-03
Gạo XK 5% tấm,1406,10100.0,2024-11-10
Gạo XK 5% tấm,1413,10100.0,2024-11-17
Gạo XK 5% tấm,1420,10100.0,2024-11-24
Gạo XK 5% tấm,1427,10100.0,2024-12-01
Gạo XK 5% tấm,1434,10100.0,2024-12-08
Gạo XK 5% tấm,1441,10100.0,2024-12-15
Gạo XK 5% tấm,1448,10100.0,2024-12-22
Gạo XK 5% tấm,1455,10100.0,2024-12-29
Gạo XK 5% tấm,1462,10100.0,2025-01-05
Gạo XK 5% tấm,1469,10100.0,2025-01-12
Gạo XK 5% tấm,1476,10100.0,2025-01-19
Gạo XK 5% tấm,1483,10100.0,2025-01-26
Gạo XK 5% tấm,1490,10100.0,2025-02-02
Gạo XK 5% tấm,1497,10100.0,2025-02-09
Gạo XK 5% tấm,1504,10100.0,2025-02-16
Gạo XK 5% tấm,1511,10100.0,2025-02-23
Gạo XK 5% tấm,1518,10100.0,2025-03-02
Gạo XK 5% tấm,1525,10100.0,2025-03-09
Gạo XK 5% tấm,1532,10100.0,2025-03-16
Gạo XK 5% tấm,1539,10100.0,2025-03-23
Gạo XK 5% tấm,1546,10100.0,2025-03-30
Gạo XK 5% tấm,1553,10100.0,2025-04-06
Gạo XK 5% tấm,1560,10100.0,2025-04-13
Gạo XK 5% tấm,1567,10100.0,2025-04-20
Gạo XK 5% tấm,1574,10100.0,2025-04-27
Gạo XK 5% tấm,1581,10100.0,2025-05-04
Gạo XK 5% tấm,1588,10100.0,2025-05-11
Lúa IR 50404,6,6800.0,2021-01-10
Lúa IR 50404,13,6800.0,2021-01-17
Lúa IR 50404,20,6800.0,2021-01-24
Lúa IR 50404,27,6800.0,2021-01-31
Lúa IR 50404,34,6800.0,2021-02-07
Lúa IR 50404,41,6800.0,2021-02-14
Lúa IR 50404,48,6800.0,2021-02-21
Lúa IR 50404,55,6800.0,2021-02-28
Lúa IR 50404,62,6800.0,2021-03-07
Lúa IR 50404,69,6800.0,2021-03-14
Lúa IR 50404,76,6800.0,2021-03-21
Lúa IR 50404,83,6800.0,2021-03-28
Lúa IR 50404,90,6800.0,2021-04-04
Lúa IR 50404,97,6800.0,2021-04-11
Lúa IR 50404,104,6800.0,2021-04-18
Lúa IR 50404,111,6800.0,2021-04-25
Lúa IR 50404,118,6800.0,2021-05-02
Lúa IR 50404,125,6800.0,2021-05-09
Lúa IR 50404,132,6800.0,2021-05-16
Lúa IR 50404,139,6800.0,2021-05-23
Lúa IR 50404,146,6800.0,2021-05-30
Lúa IR 50404,153,6800.0,2021-06-06
Lúa IR 50404,160,6800.0,2021-06-13
Lúa IR 50404,167,6800.0,2021-06-20
Lúa IR 50404,174,6800.0,2021-06-27
Lúa IR 50404,181,6800.0,2021-07-04
Lúa IR 50404,188,6800.0,2021-07-11
Lúa IR 50404,195,6800.0,2021-07-18
Lúa IR 50404,202,6800.0,2021-07-25
Lúa IR 50404,209,6800.0,2021-08-01
Lúa IR 50404,216,6800.0,2021-08-08
Lúa IR 50404,223,6800.0,2021-08-15
Lúa IR 50404,230,6800.0,2021-08-22
Lúa IR 50404,237,6800.0,2021-08-29
Lúa IR 50404,244,6800.0,2021-09-05
Lúa IR 50404,251,6800.0,2021-09-12
Lúa IR 50404,258,6800.0,2021-09-19
Lúa IR 50404,265,6800.0,2021-09-26
Lúa IR 50404,272,6800.0,2021-10-03
Lúa IR 50404,279,6800.0,2021-10-10
Lúa IR 50404,286,6800.0,2021-10-17
Lúa IR 50404,293,6800.0,2021-10-24
Lúa IR 50404,300,6800.0,2021-10-31
Lúa IR 50404,307,6800.0,2021-11-07
Lúa IR 50404,314,6800.0,2021-11-14
Lúa IR 50404,321,6800.0,2021-11-21
Lúa IR 50404,328,6800.0,2021-11-28
Lúa IR 50404,335,6800.0,2021-12-05
Lúa IR 50404,342,6800.0,2021-12-12
Lúa IR 50404,349,6800.0,2021-12-19
Lúa IR 50404,356,6800.0,2021-12-26
Lúa IR 50404,363,6800.0,2022-01-02
Lúa IR 50404,370,6800.0,2022-01-09
Lúa IR 50404,377,6800.0,2022-01-16
Lúa IR 50404,384,6800.0,2022-01-23
Lúa IR 50404,391,6800.0,2022-01-30
Lúa IR 50404,398,6800.0,2022-02-06
Lúa IR 50404,405,6800.0,2022-02-13
Lúa IR 50404,412,6800.0,2022-02-20
Lúa IR 50404,419,6800.0,2022-02-27
Lúa IR 50404,426,6800.0,2022-03-06
Lúa IR 50404,433,6800.0,2022-03-13
Lúa IR 50404,440,6800.0,2022-03-20
Lúa IR 50404,447,6800.0,2022-03-27
Lúa IR 50404,454,6800.0,2022-04-03
Lúa IR 50404,461,6800.0,2022-04-10
Lúa IR 50404,468,6800.0,2022-04-17
Lúa IR 50404,475,6800.0,2022-04-24
Lúa IR 50404,482,6800.0,2022-05-01
Lúa IR 50404,489,6800.0,2022-05-08
Lúa IR 50404,496,6800.0,2022-05-15
Lúa IR 50404,503,6800.0,2022-05-22
Lúa IR 50404,510,6800.0,2022-05-29
Lúa IR 50404,517,6800.0,2022-06-05
Lúa IR 50404,524,6800.0,2022-06-12
Lúa IR 50404,531,6800.0,2022-06-19
Lúa IR 50404,538,6800.0,2022-06-26
Lúa IR 50404,545,6800.0,2022-07-03
Lúa IR 50404,552,6800.0,2022-07-10
Lúa IR 50404,559,6800.0,2022-07-17
Lúa IR 50404,566,6800.0,2022-07-24
Lúa IR 50404,573,6800.0,2022-07-31
Lúa IR 50404,580,6800.0,2022-08-07
Lúa IR 50404,587,6800.0,2022-08-14
Lúa IR 50404,594,6800.0,2022-08-21
Lúa IR 50404,601,6800.0,2022-08-28
Lúa IR 50404,608,6800.0,2022-09-04
Lúa IR 50404,615,6800.0,2022-09-11
Lúa IR 50404,622,6800.0,2022-09-18
Lúa IR 50404,629,6800.0,2022-09-25
Lúa IR 50404,636,6800.0,2022-10-02
Lúa IR 50404,643,6800.0,2022-10-09
Lúa IR 50404,650,6800.0,2022-10-16
Lúa IR 50404,657,6800.0,2022-10-23
Lúa IR 50404,664,6800.0,2022-10-30
Lúa IR 50404,671,6800.0,2022-11-06
Lúa IR 50404,678,6800.0,2022-11-13
Lúa IR 50404,685,6800.0,2022-11-20
Lúa IR 50404,692,6800.0,2022-11-27
Lúa IR 50404,699,6800.0,2022-12-04
Lúa IR 50404,706,6800.0,2022-12-11
Lúa IR 50404,713,6800.0,2022-12-18
Lúa IR 50404,720,6800.0,2022-12-25
Lúa IR 50404,727,6800.0,2023-01-01
Lúa IR 50404,734,6800.0,2023-01-08
Lúa IR 50404,741,6800.0,2023-01-15
Lúa IR 50404,748,6800.0,2023-01-22
Lúa IR 50404,755,6800.0,2023-01-29
Lúa IR 50404,762,6800.0,2023-02-05
Lúa IR 50404,769,6800.0,2023-02-12
Lúa IR 50404,776,6800.0,2023-02-19
Lúa IR 50404,783,6800.0,2023-02-26
Lúa IR 50404,790,6800.0,2023-03-05
Lúa IR 50404,797,6800.0,2023-03-12
Lúa IR 50404,804,6800.0,2023-03-19
Lúa IR 50404,811,6800.0,2023-03-26
Lúa IR 50404,818,6800.0,2023-04-02
Lúa IR 50404,825,6800.0,2023-04-09
Lúa IR 50404,832,6800.0,2023-04-16
Lúa IR 50404,839,6800.0,2023-04-23
Lúa IR 50404,846,6800.0,2023-04-30
Lúa IR 50404,853,6800.0,2023-05-07
Lúa IR 50404,860,6800.0,2023-05-14
Lúa IR 50404,867,6800.0,2023-05-21
Lúa IR 50404,874,6800.0,2023-05-28
Lúa IR 50404,881,6800.0,2023-06-04
Lúa IR 50404,888,6800.0,2023-06-11
Lúa IR 50404,895,6800.0,2023-06-18
Lúa IR 50404,902,6800.0,2023-06-25
Lúa IR 50404,909,6800.0,2023-07-02
Lúa IR 50404,916,6800.0,2023-07-09
Lúa IR 50404,923,6800.0,2023-07-16
Lúa IR 50404,930,6800.0,2023-07-23
Lúa IR 50404,937,6800.0,2023-07-30
Lúa IR 50404,944,6800.0,2023-08-06
Lúa IR 50404,951,6800.0,2023-08-13
Lúa IR 50404,958,6800.0,2023-08-20
Lúa IR 50404,965,6800.0,2023-08-27
Lúa IR 50404,972,6800.0,2023-09-03
Lúa IR 50404,979,6800.0,2023-09-10
Lúa IR 50404,986,6800.0,2023-09-17
Lúa IR 50404,993,6800.0,2023-09-24
Lúa IR 50404,1000,6800.0,2023-10-01
Lúa IR 50404,1007,6800.0,2023-10-08
Lúa IR 50404,1014,6800.0,2023-10-15
Lúa IR 50404,1021,6800.0,2023-10-22
Lúa IR 50404,1028,6800.0,2023-10-29
Lúa IR 50404,1035,6800.0,2023-11-05
Lúa IR 50404,1042,6800.0,2023-11-12
Lúa IR 50404,1049,6800.0,2023-11-19
Lúa IR 50404,1056,6800.0,2023-11-26
Lúa IR 50404,1063,6800.0,2023-12-03
Lúa IR 50404,1070,6800.0,2023-12-10
Lúa IR 50404,1077,6800.0,2023-12-17
Lúa IR 50404,1084,6800.0,2023-12-24
Lúa IR 50404,1091,6800.0,2023-12-31
Lúa IR 50404,1098,6800.0,2024-01-07
Lúa IR 50404,1105,6800.0,2024-01-14
Lúa IR 50404,1112,6800.0,2024-01-21
Lúa IR 50404,1119,6800.0,2024-01-28
Lúa IR 50404,1126,6800.0,2024-02-04
Lúa IR 50404,1133,6800.0,2024-02-11
Lúa IR 50404,1140,6800.0,2024-02-18
Lúa IR 50404,1147,6800.0,2024-02-25
Lúa IR 50404,1154,6800.0,2024-03-03
Lúa IR 50404,1161,6800.0,2024-03-10
Lúa IR 50404,1168,6800.0,2024-03-17
Lúa IR 50404,1175,6800.0,2024-03-24
Lúa IR 50404,1182,6800.0,2024-03-31
Lúa IR 50404,1189,6800.0,2024-04-07
Lúa IR 50404,1196,6800.0,2024-04-14
Lúa IR 50404,1203,6800.0,2024-04-21
Lúa IR 50404,1210,6800.0,2024-04-28
Lúa IR 50404,1217,6800.0,2024-05-05
Lúa IR 50404,1224,6800.0,2024-05-12
Lúa IR 50404,1231,6800.0,2024-05-19
Lúa IR 50404,1238,6800.0,2024-05-26
Lúa IR 50404,1245,6800.0,2024-06-02
Lúa IR 50404,1252,6800.0,2024-06-09
Lúa IR 50404,1259,6800.0,2024-06-16
Lúa IR 50404,1266,6800.0,2024-06-23
Lúa IR 50404,1273,6800.0,2024-06-30
Lúa IR 50404,1280,6800.0,2024-07-07
Lúa IR 50404,1287,6800.0,2024-07-14
Lúa IR 50404,1294,6800.0,2024-07-21
Lúa IR 50404,1301,6800.0,2024-07-28
Lúa IR 50404,1308,6800.0,2024-08-04
Lúa IR 50404,1315,6800.0,2024-08-11
Lúa IR 50404,1322,6800.0,2024-08-18
Lúa IR 50404,1329,6800.0,2024-08-25
Lúa IR 50404,1336,6800.0,2024-09-01
Lúa IR 50404,1343,6800.0,2024-09-08
Lúa IR 50404,1350,6800.0,2024-09-15
Lúa IR 50404,1357,6800.0,2024-09-22
Lúa IR 50404,1364,6800.0,2024-09-29
Lúa IR 50404,1371,6800.0,2024-10-06
Lúa IR 50404,1378,6800.0,2024-10-13
Lúa IR 50404,1385,6800.0,2024-10-20
Lúa IR 50404,1392,6800.0,2024-10-27
Lúa IR 50404,1399,6800.0,2024-11-03
Lúa IR 50404,1406,6800.0,2024-11-10
Lúa IR 50404,1413,6800.0,2024-11-17
Lúa IR 50404,1420,6800.0,2024-11-24
Lúa IR 50404,1427,6800.0,2024-12-01
Lúa IR 50404,1434,6800.0,2024-12-08
Lúa IR 50404,1441,6800.0,2024-12-15
Lúa IR 50404,1448,6800.0,2024-12-22
Lúa IR 50404,1455,6800.0,2024-12-29
Lúa IR 50404,1462,6800.0,2025-01-05
Lúa IR 50404,1469,6800.0,2025-01-12
Lúa IR 50404,1476,6800.0,2025-01-19
Lúa IR 50404,1483,6800.0,2025-01-26
Lúa IR 50404,1490,6800.0,2025-02-02
Lúa IR 50404,1497,6800.0,2025-02-09
Lúa IR 50404,1504,6800.0,2025-02-16
Lúa IR 50404,1511,6800.0,2025-02-23
Lúa IR 50404,1518,6800.0,2025-03-02
Lúa IR 50404,1525,6800.0,2025-03-09
Lúa Jasmine,6,7400.0,2021-01-10
Lúa Jasmine,13,7400.0,2021-01-17
Lúa Jasmine,20,7400.0,2021-01-24
Lúa Jasmine,27,7400.0,2021-01-31
Lúa Jasmine,34,7400.0,2021-02-07
Lúa Jasmine,41,7400.0,2021-02-14
Lúa Jasmine,48,7400.0,2021-02-21
Lúa Jasmine,55,7400.0,2021-02-28
Lúa Jasmine,62,7400.0,2021-03-07
Lúa Jasmine,69,7400.0,2021-03-14
Lúa Jasmine,76,7400.0,2021-03-21
Lúa Jasmine,83,7400.0,2021-03-28
Lúa Jasmine,90,7400.0,2021-04-04
Lúa Jasmine,97,7400.0,2021-04-11
Lúa Jasmine,104,7400.0,2021-04-18
Lúa Jasmine,111,7400.0,2021-04-25
Lúa Jasmine,118,7400.0,2021-05-02
Lúa Jasmine,125,7400.0,2021-05-09
Lúa Jasmine,132,7400.0,2021-05-16
Lúa Jasmine,139,7400.0,2021-05-23
