Tên_mặt_hàng,Ngày(int),Giá,Ngày
Bưởi da xanh,279,30000.0,2021-10-10
Bưởi da xanh,286,30000.0,2021-10-17
Bưởi da xanh,293,30000.0,2021-10-24
Bưởi da xanh,300,30000.0,2021-10-31
Bưởi da xanh,307,30000.0,2021-11-07
Bưởi da xanh,314,30000.0,2021-11-14
Bưởi da xanh,321,30000.0,2021-11-21
Bưởi da xanh,328,30000.0,2021-11-28
Bưởi da xanh,335,30000.0,2021-12-05
Bưởi da xanh,342,30000.0,2021-12-12
Bưởi da xanh,349,30000.0,2021-12-19
Bưởi da xanh,356,30000.0,2021-12-26
Bưởi da xanh,363,30000.0,2022-01-02
Bưởi da xanh,370,30000.0,2022-01-09
Bưởi da xanh,377,30000.0,2022-01-16
Bưởi da xanh,384,30000.0,2022-01-23
Bưởi da xanh,391,30000.0,2022-01-30
Bưởi da xanh,398,30000.0,2022-02-06
Bưởi da xanh,405,30000.0,2022-02-13
Bưởi da xanh,412,30000.0,2022-02-20
Bưởi da xanh,419,30000.0,2022-02-27
Bưởi da xanh,426,30000.0,2022-03-06
Bưởi da xanh,433,30000.0,2022-03-13
Bưởi da xanh,440,30000.0,2022-03-20
Bưởi da xanh,447,30000.0,2022-03-27
Bưởi da xanh,454,30000.0,2022-04-03
Bưởi da xanh,461,30000.0,2022-04-10
Bưởi da xanh,468,30000.0,2022-04-17
Bưởi da xanh,475,30000.0,2022-04-24
Bưởi da xanh,482,30000.0,2022-05-01
Bưởi da xanh,489,30000.0,2022-05-08
Bưởi da xanh,496,30000.0,2022-05-15
Bưởi da xanh,503,30000.0,2022-05-22
Bưởi da xanh,510,30000.0,2022-05-29
Bưởi da xanh,517,30000.0,2022-06-05
Bưởi da xanh,524,30000.0,2022-06-12
Bưởi da xanh,531,30000.0,2022-06-19
Bưởi da xanh,538,30000.0,2022-06-26
Bưởi da xanh,545,30000.0,2022-07-03
Bưởi da xanh,552,30000.0,2022-07-10
Bưởi da xanh,559,30000.0,2022-07-17
Bưởi da xanh,566,30000.0,2022-07-24
Bưởi da xanh,573,30000.0,2022-07-31
Bưởi da xanh,580,30000.0,2022-08-07
Bưởi da xanh,587,30000.0,2022-08-14
Bưởi da xanh,594,30000.0,2022-08-21
Bưởi da xanh,601,30000.0,2022-08-28
Bưởi da xanh,608,30000.0,2022-09-04
Bưởi da xanh,615,30000.0,2022-09-11
Bưởi da xanh,622,30000.0,2022-09-18
Bưởi da xanh,629,30000.0,2022-09-25
Bưởi da xanh,636,30000.0,2022-10-02
Bưởi da xanh,643,30000.0,2022-10-09
Bưởi da xanh,650,30000.0,2022-10-16
Bưởi da xanh,657,30000.0,2022-10-23
Bưởi da xanh,664,30000.0,2022-10-30
Bưởi da xanh,671,30000.0,2022-11-06
Bưởi da xanh,678,30000.0,2022-11-13
Bưởi da xanh,685,30000.0,2022-11-20
Bưởi da xanh,692,30000.0,2022-11-27
Bưởi da xanh,699,30000.0,2022-12-04
Bưởi da xanh,706,30000.0,2022-12-11
Bưởi da xanh,713,30000.0,2022-12-18
Bưởi da xanh,720,30000.0,2022-12-25
Bưởi da xanh,727,30000.0,2023-01-01
Bưởi da xanh,734,30000.0,2023-01-08
Bưởi da xanh,741,30000.0,2023-01-15
Bưởi da xanh,748,30000.0,2023-01-22
Bưởi da xanh,755,30000.0,2023-01-29
Bưởi da xanh,762,30000.0,2023-02-05
Bưởi da xanh,769,30000.0,2023-02-12
Bưởi da xanh,776,30000.0,2023-02-19
Bưởi da xanh,783,30000.0,2023-02-26
Bưởi da xanh,790,30000.0,2023-03-05
Bưởi da xanh,797,30000.0,2023-03-12
Bưởi da xanh,804,30000.0,2023-03-19
Bưởi da xanh,811,30000.0,2023-03-26
Bưởi da xanh,818,30000.0,2023-04-02
Bưởi da xanh,825,30000.0,2023-04-09
Bưởi da xanh,832,30000.0,2023-04-16
Bưởi da xanh,839,30000.0,2023-04-23
Bưởi da xanh,846,30000.0,2023-04-30
Bưởi da xanh,853,30000.0,2023-05-07
Bưởi da xanh,860,30000.0,2023-05-14
Bưởi da xanh,867,30000.0,2023-05-21
Bưởi da xanh,874,30000.0,2023-05-28
Bưởi da xanh,881,30000.0,2023-06-04
Bưởi da xanh,888,30000.0,2023-06-11
Bưởi da xanh,895,30000.0,2023-06-18
Bưởi da xanh,902,30000.0,2023-06-25
Bưởi da xanh,909,30000.0,2023-07-02
Bưởi da xanh,916,30000.0,2023-07-09
Bưởi da xanh,923,30000.0,2023-07-16
Bưởi da xanh,930,30000.0,2023-07-23
Bưởi da xanh,937,30000.0,2023-07-30
Bưởi da xanh,944,30000.0,2023-08-06
Bưởi da xanh,951,30000.0,2023-08-13
Bưởi da xanh,958,30000.0,2023-08-20
Bưởi da xanh,965,30000.0,2023-08-27
Bưởi da xanh,972,30000.0,2023-09-03
Bưởi da xanh,979,30000.0,2023-09-10
Bưởi da xanh,986,30000.0,2023-09-17
Bưởi da xanh,993,30000.0,2023-09-24
Bưởi da xanh,1000,30000.0,2023-10-01
Bưởi da xanh,1007,30000.0,2023-10-08
Bưởi da xanh,1014,30000.0,2023-10-15
Bưởi da xanh,1021,30000.0,2023-10-22
Bưởi da xanh,1028,30000.0,2023-10-29
Bưởi da xanh,1035,30000.0,2023-11-05
Bưởi da xanh,1042,30000.0,2023-11-12
Bưởi da xanh,1049,30000.0,2023-11-19
Bưởi da xanh,1056,30000.0,2023-11-26
Bưởi da xanh,1063,30000.0,2023-12-03
Bưởi da xanh,1070,30000.0,2023-12-10
Bưởi da xanh,1077,30000.0,2023-12-17
Bưởi da xanh,1084,30000.0,2023-12-24
Bưởi da xanh,1091,30000.0,2023-12-31
Bưởi da xanh,1098,30000.0,2024-01-07
Bưởi da xanh,1105,30000.0,2024-01-14
Bưởi da xanh,1112,30000.0,2024-01-21
Bưởi da xanh,1119,30000.0,2024-01-28
Bưởi da xanh,1126,30000.0,2024-02-04
Bưởi da xanh,1133,30000.0,2024-02-11
Bưởi da xanh,1140,30000.0,2024-02-18
Bưởi da xanh,1147,30000.0,2024-02-25
Bưởi da xanh,1154,30000.0,2024-03-03
Bưởi da xanh,1161,30000.0,2024-03-10
Bưởi da xanh,1168,30000.0,2024-03-17
Bưởi da xanh,1175,30000.0,2024-03-24
Bưởi da xanh,1182,30000.0,2024-03-31
Bưởi da xanh,1189,30000.0,2024-04-07
Bưởi da xanh,1196,30000.0,2024-04-14
Bưởi da xanh,1203,30000.0,2024-04-21
Bưởi da xanh,1210,30000.0,2024-04-28
Bưởi da xanh,1217,30000.0,2024-05-05
Bưởi da xanh,1224,30000.0,2024-05-12
Bưởi da xanh,1231,30000.0,2024-05-19
Bưởi da xanh,1238,30000.0,2024-05-26
Bưởi da xanh,1245,30000.0,2024-06-02
Bưởi da xanh,1252,30000.0,2024-06-09
Bưởi da xanh,1259,30000.0,2024-06-16
Bưởi da xanh,1266,30000.0,2024-06-23
Bưởi da xanh,1273,30000.0,2024-06-30
Bưởi da xanh,1280,30000.0,2024-07-07
Bưởi da xanh,1287,30000.0,2024-07-14
Bưởi da xanh,1294,30000.0,2024-07-21
Bưởi da xanh,1301,30000.0,2024-07-28
Bưởi da xanh,1308,30000.0,2024-08-04
Bưởi da xanh,1315,30000.0,2024-08-11
Bưởi da xanh,1322,30000.0,2024-08-18
Bưởi da xanh,1329,30000.0,2024-08-25
Bưởi da xanh,1336,30000.0,2024-09-01
Bưởi da xanh,1343,30000.0,2024-09-08
Bưởi da xanh,1350,30000.0,2024-09-15
Bưởi da xanh,1357,30000.0,2024-09-22
Bưởi da xanh,1364,30000.0,2024-09-29
Bưởi da xanh,1371,30000.0,2024-10-06
Bưởi da xanh,1378,30000.0,2024-10-13
Bưởi da xanh,1385,30000.0,2024-10-20
Bưởi da xanh,1392,30000.0,2024-10-27
Bưởi da xanh,1399,30000.0,2024-11-03
Bưởi da xanh,1406,30000.0,2024-11-10
Bưởi da xanh,1413,30000.0,2024-11-17
Bưởi da xanh,1420,30000.0,2024-11-24
Bưởi da xanh,1427,30000.0,2024-12-01
Bưởi da xanh,1434,30000.0,2024-12-08
Bưởi da xanh,1441,30000.0,2024-12-15
Bưởi da xanh,1448,30000.0,2024-12-22
Bưởi da xanh,1455,30000.0,2024-12-29
Bưởi da xanh,1462,30000.0,2025-01-05
Bưởi da xanh,1469,30000.0,2025-01-12
Bưởi da xanh,1476,30000.0,2025-01-19
Bưởi da xanh,1483,30000.0,2025-01-26
Bưởi da xanh,1490,30000.0,2025-02-02
Bưởi da xanh,1497,30000.0,2025-02-09
Bưởi da xanh,1504,30000.0,2025-02-16
Bưởi da xanh,1511,30000.0,2025-02-23
Bưởi da xanh,1518,30000.0,2025-03-02
Bưởi da xanh,1525,30000.0,2025-03-09
Bưởi da xanh,1532,30000.0,2025-03-16
Bưởi da xanh,1539,30000.0,2025-03-23
Bưởi da xanh,1546,30000.0,2025-03-30
Bưởi da xanh,1553,30000.0,2025-04-06
Bưởi da xanh,1560,30000.0,2025-04-13
Bưởi da xanh,1567,30000.0,2025-04-20
Bưởi da xanh,1574,30000.0,2025-04-27
Bưởi da xanh,1581,30000.0,2025-05-04
Bưởi da xanh,1588,30000.0,2025-05-11
Bưởi da xanh,1595,30000.0,2025-05-18
Cà chua,6,35000.0,2021-01-10
Cà chua,13,35000.0,2021-01-17
Cà chua,20,35000.0,2021-01-24
Cà chua,27,35000.0,2021-01-31
Cà chua,34,35000.0,2021-02-07
Cà chua,41,35000.0,2021-02-14
Cà chua,48,35000.0,2021-02-21
Cà chua,55,35000.0,2021-02-28
Cà chua,62,35000.0,2021-03-07
Cà chua,69,35000.0,2021-03-14
Cà chua,76,35000.0,2021-03-21
Cà chua,83,35000.0,2021-03-28
Cà chua,90,35000.0,2021-04-04
Cà chua,97,35000.0,2021-04-11
Cà chua,104,35000.0,2021-04-18
Cà chua,111,35000.0,2021-04-25
Cà chua,118,35000.0,2021-05-02
Cà chua,125,35000.0,2021-05-09
Cà chua,132,35000.0,2021-05-16
Cà chua,139,35000.0,2021-05-23
Cà chua,146,35000.0,2021-05-30
Cà chua,153,35000.0,2021-06-06
Cà chua,160,35000.0,2021-06-13
Cà chua,167,35000.0,2021-06-20
Cà chua,174,35000.0,2021-06-27
Cà chua,181,35000.0,2021-07-04
Cà chua,188,35000.0,2021-07-11
Cà chua,195,35000.0,2021-07-18
Cà chua,202,35000.0,2021-07-25
Cà chua,209,35000.0,2021-08-01
Cà chua,216,35000.0,2021-08-08
Cà chua,223,35000.0,2021-08-15
Cà chua,230,35000.0,2021-08-22
Cà chua,237,35000.0,2021-08-29
Cà chua,244,35000.0,2021-09-05
Cà chua,251,35000.0,2021-09-12
Cà chua,258,35000.0,2021-09-19
Cà chua,265,35000.0,2021-09-26
Cà chua,272,35000.0,2021-10-03
Cà chua,279,35000.0,2021-10-10
Cà chua,286,35000.0,2021-10-17
Cà chua,293,35000.0,2021-10-24
Cà chua,300,35000.0,2021-10-31
Cà chua,307,35000.0,2021-11-07
Cà chua,314,35000.0,2021-11-14
Cà chua,321,35000.0,2021-11-21
Cà chua,328,35000.0,2021-11-28
Cà chua,335,35000.0,2021-12-05
Cà chua,342,35000.0,2021-12-12
Cà chua,349,35000.0,2021-12-19
Cà chua,356,35000.0,2021-12-26
Cà chua,363,35000.0,2022-01-02
Cà chua,370,35000.0,2022-01-09
Cà chua,377,35000.0,2022-01-16
Cà chua,384,35000.0,2022-01-23
Cà chua,391,35000.0,2022-01-30
Cà chua,398,35000.0,2022-02-06
Cà chua,405,35000.0,2022-02-13
Cà chua,412,35000.0,2022-02-20
Cà chua,419,35000.0,2022-02-27
Cà chua,426,35000.0,2022-03-06
Cà chua,433,35000.0,2022-03-13
Cà chua,440,35000.0,2022-03-20
Cà chua,447,35000.0,2022-03-27
Cà chua,454,35000.0,2022-04-03
Cà chua,461,35000.0,2022-04-10
Cà chua,468,35000.0,2022-04-17
Cà chua,475,35000.0,2022-04-24
Cà chua,482,35000.0,2022-05-01
Cà chua,489,35000.0,2022-05-08
Cà chua,496,35000.0,2022-05-15
Cà chua,503,35000.0,2022-05-22
Cà chua,510,35000.0,2022-05-29
Cà chua,517,35000.0,2022-06-05
Cà chua,524,35000.0,2022-06-12
Cà chua,531,35000.0,2022-06-19
Cà chua,538,35000.0,2022-06-26
Cà chua,545,35000.0,2022-07-03
Cà chua,552,35000.0,2022-07-10
Cà chua,559,35000.0,2022-07-17
Cà chua,566,35000.0,2022-07-24
Cà chua,573,35000.0,2022-07-31
Cà chua,580,35000.0,2022-08-07
Cà chua,587,35000.0,2022-08-14
Cà chua,594,35000.0,2022-08-21
Cà chua,601,35000.0,2022-08-28
Cà chua,608,35000.0,2022-09-04
Cà chua,615,35000.0,2022-09-11
Cà chua,622,35000.0,2022-09-18
Cà chua,629,35000.0,2022-09-25
Cà chua,636,35000.0,2022-10-02
Cà chua,643,35000.0,2022-10-09
Cà chua,650,35000.0,2022-10-16
Cà chua,657,35000.0,2022-10-23
Cà chua,664,35000.0,2022-10-30
Cà chua,671,35000.0,2022-11-06
Cà chua,678,35000.0,2022-11-13
Cà chua,685,35000.0,2022-11-20
Cà chua,692,35000.0,2022-11-27
Cà chua,699,35000.0,2022-12-04
Cà chua,706,35000.0,2022-12-11
Cà chua,713,35000.0,2022-12-18
Cà chua,720,35000.0,2022-12-25
Cà chua,727,35000.0,2023-01-01
Cà chua,734,35000.0,2023-01-08
Cà chua,741,35000.0,2023-01-15
Cà chua,748,35000.0,2023-01-22
Cà chua,755,35000.0,2023-01-29
Cà chua,762,35000.0,2023-02-05
Cà chua,769,35000.0,2023-02-12
Cà chua,776,35000.0,2023-02-19
Cà chua,783,35000.0,2023-02-26
Cà chua,790,35000.0,2023-03-05
Cà chua,797,35000.0,2023-03-12
Cà chua,804,35000.0,2023-03-19
Cà chua,811,35000.0,2023-03-26
Cà chua,818,35000.0,2023-04-02
Cà chua,825,35000.0,2023-04-09
Cà chua,832,35000.0,2023-04-16
Cà chua,839,35000.0,2023-04-23
Cà chua,846,35000.0,2023-04-30
Cà chua,853,35000.0,2023-05-07
Cà chua,860,35000.0,2023-05-14
Cà chua,867,35000.0,2023-05-21
Cà chua,874,35000.0,2023-05-28
Cà chua,881,35000.0,2023-06-04
Cà chua,888,35000.0,2023-06-11
Cà chua,895,35000.0,2023-06-18
Cà chua,902,35000.0,2023-06-25
Cà chua,909,35000.0,2023-07-02
Cà chua,916,35000.0,2023-07-09
Cà chua,923,35000.0,2023-07-16
Cà chua,930,35000.0,2023-07-23
Cà chua,937,35000.0,2023-07-30
Cà chua,944,35000.0,2023-08-06
Cà chua,951,35000.0,2023-08-13
Cà chua,958,35000.0,2023-08-20
Cà chua,965,35000.0,2023-08-27
Cà chua,972,35000.0,2023-09-03
Cà chua,979,35000.0,2023-09-10
Cà chua,986,35000.0,2023-09-17
Cà chua,993,35000.0,2023-09-24
Cà chua,1000,35000.0,2023-10-01
Cà chua,1007,35000.0,2023-10-08
Cà chua,1014,35000.0,2023-10-15
Cà chua,1021,35000.0,2023-10-22
Cà chua,1028,35000.0,2023-10-29
Cà chua,1035,35000.0,2023-11-05
Cà chua,1042,35000.0,2023-11-12
Cà chua,1049,35000.0,2023-11-19
Cà chua,1056,35000.0,2023-11-26
Cà chua,1063,35000.0,2023-12-03
Cà chua,1070,35000.0,2023-12-10
Cà chua,1077,35000.0,2023-12-17
Cà chua,1084,35000.0,2023-12-24
Cà chua,1091,35000.0,2023-12-31
Cà chua,1098,35000.0,2024-01-07
Cà chua,1105,35000.0,2024-01-14
Cà chua,1112,35000.0,2024-01-21
Cà chua,1119,35000.0,2024-01-28
Cà chua,1126,35000.0,2024-02-04
Cà chua,1133,35000.0,2024-02-11
Cà chua,1140,35000.0,2024-02-18
Cà chua,1147,35000.0,2024-02-25
Cà chua,1154,35000.0,2024-03-03
Cà chua,1161,35000.0,2024-03-10
Cà chua,1168,35000.0,2024-03-17
Cà chua,1175,35000.0,2024-03-24
Cà chua,1182,35000.0,2024-03-31
Cà chua,1189,35000.0,2024-04-07
Cà chua,1196,35000.0,2024-04-14
Cà chua,1203,35000.0,2024-04-21
Cà chua,1210,35000.0,2024-04-28
Cà chua,1217,35000.0,2024-05-05
Cà chua,1224,35000.0,2024-05-12
Cà chua,1231,35000.0,2024-05-19
Cà chua,1238,35000.0,2024-05-26
Cà chua,1245,35000.0,2024-06-02
Cà chua,1252,35000.0,2024-06-09
Cà chua,1259,35000.0,2024-06-16
Cà chua,1266,35000.0,2024-06-23
Cà chua,1273,35000.0,2024-06-30
Cà chua,1280,35000.0,2024-07-07
Cà chua,1287,35000.0,2024-07-14
Cà chua,1294,35000.0,2024-07-21
Cà chua,1301,35000.0,2024-07-28
Cà chua,1308,35000.0,2024-08-04
Cà chua,1315,35000.0,2024-08-11
Cà chua,1322,35000.0,2024-08-18
Cà chua,1329,35000.0,2024-08-25
Cà chua,1336,35000.0,2024-09-01
Cà chua,1343,35000.0,2024-09-08
Cà chua,1350,35000.0,2024-09-15
Cà chua,1357,35000.0,2024-09-22
Cà chua,1364,35000.0,2024-09-29
Cà chua,1371,35000.0,2024-10-06
Cà chua,1378,35000.0,2024-10-13
Cà chua,1385,35000.0,2024-10-20
Cà chua,1392,35000.0,2024-10-27
Cà chua,1399,35000.0,2024-11-03
Cà chua,1406,35000.0,2024-11-10
Cà chua,1413,35000.0,2024-11-17
Cà chua,1420,35000.0,2024-11-24
Cà chua,1427,35000.0,2024-12-01
Cà chua,1434,35000.0,2024-12-08
Cà chua,1441,35000.0,2024-12-15
Cà chua,1448,35000.0,2024-12-22
Cà chua,1455,35000.0,2024-12-29
Cà chua,1462,35000.0,2025-01-05
Cà chua,1469,35000.0,2025-01-12
Cà chua,1476,35000.0,2025-01-19
Cà chua,1483,35000.0,2025-01-26
Cà chua,1490,35000.0,2025-02-02
Cà chua,1497,35000.0,2025-02-09
Cà chua,1504,35000.0,2025-02-16
Cà chua,1511,35000.0,2025-02-23
Cà chua,1518,35000.0,2025-03-02
Cà chua,1525,35000.0,2025-03-09
Cà chua,1532,35000.0,2025-03-16
Cà chua,1539,35000.0,2025-03-23
Cà chua,1546,35000.0,2025-03-30
Cà chua,1553,35000.0,2025-04-06
Cà chua,1560,35000.0,2025-04-13
Cà chua,1567,35000.0,2025-04-20
Cà chua,1574,35000.0,2025-04-27
Cà chua,1581,35000.0,2025-05-04
Cà chua,1588,35000.0,2025-05-11
Cà chua,1595,35000.0,2025-05-18
Cà rốt,6,12000.0,2021-01-10
Cà rốt,13,12000.0,2021-01-17
Cà rốt,20,12000.0,2021-01-24
Cà rốt,27,12000.0,2021-01-31
Cà rốt,34,12000.0,2021-02-07
Cà rốt,41,12000.0,2021-02-14
Cà rốt,48,12000.0,2021-02-21
Cà rốt,55,12000.0,2021-02-28
Cà rốt,62,12000.0,2021-03-07
Cà rốt,69,12000.0,2021-03-14
Cà rốt,76,12000.0,2021-03-21
Cà rốt,83,12000.0,2021-03-28
Cà rốt,90,12000.0,2021-04-04
Cà rốt,97,12000.0,2021-04-11
Cà rốt,104,12000.0,2021-04-18
Cà rốt,111,12000.0,2021-04-25
Cà rốt,118,12000.0,2021-05-02
Cà rốt,125,12000.0,2021-05-09
Cà rốt,132,12000.0,2021-05-16
Cà rốt,139,12000.0,2021-05-23
Cà rốt,146,12000.0,2021-05-30
Cà rốt,153,12000.0,2021-06-06
Cà rốt,160,12000.0,2021-06-13
Cà rốt,167,12000.0,2021-06-20
Cà rốt,174,12000.0,2021-06-27
Cà rốt,181,12000.0,2021-07-04
Cà rốt,188,12000.0,2021-07-11
Cà rốt,195,12000.0,2021-07-18
Cà rốt,202,12000.0,2021-07-25
Cà rốt,209,12000.0,2021-08-01
Cà rốt,216,12000.0,2021-08-08
Cà rốt,223,12000.0,2021-08-15
Cà rốt,230,12000.0,2021-08-22
Cà rốt,237,12000.0,2021-08-29
Cà rốt,244,12000.0,2021-09-05
Cà rốt,251,12000.0,2021-09-12
Cà rốt,258,12000.0,2021-09-19
Cà rốt,265,12000.0,2021-09-26
Cà rốt,272,12000.0,2021-10-03
Cà rốt,279,12000.0,2021-10-10
Cà rốt,286,12000.0,2021-10-17
Cà rốt,293,12000.0,2021-10-24
Cà rốt,300,12000.0,2021-10-31
Cà rốt,307,12000.0,2021-11-07
Cà rốt,314,12000.0,2021-11-14
Cà rốt,321,12000.0,2021-11-21
Cà rốt,328,12000.0,2021-11-28
Cà rốt,335,12000.0,2021-12-05
Cà rốt,342,12000.0,2021-12-12
Cà rốt,349,12000.0,2021-12-19
Cà rốt,356,12000.0,2021-12-26
Cà rốt,363,12000.0,2022-01-02
Cà rốt,370,12000.0,2022-01-09
Cà rốt,377,12000.0,2022-01-16
Cà rốt,384,12000.0,2022-01-23
Cà rốt,391,12000.0,2022-01-30
Cà rốt,398,12000.0,2022-02-06
Cà rốt,405,12000.0,2022-02-13
Cà rốt,412,12000.0,2022-02-20
Cà rốt,419,12000.0,2022-02-27
Cà rốt,426,12000.0,2022-03-06
Cà rốt,433,12000.0,2022-03-13
Cà rốt,440,12000.0,2022-03-20
Cà rốt,447,12000.0,2022-03-27
Cà rốt,454,12000.0,2022-04-03
Cà rốt,461,12000.0,2022-04-10
Cà rốt,468,12000.0,2022-04-17
Cà rốt,475,12000.0,2022-04-24
Cà rốt,482,12000.0,2022-05-01
Cà rốt,489,12000.0,2022-05-08
Cà rốt,496,12000.0,2022-05-15
Cà rốt,503,12000.0,2022-05-22
Cà rốt,510,12000.0,2022-05-29
Cà rốt,517,12000.0,2022-06-05
Cà rốt,524,12000.0,2022-06-12
Cà rốt,531,12000.0,2022-06-19
Cà rốt,538,12000.0,2022-06-26
Cà rốt,545,12000.0,2022-07-03
Cà rốt,552,12000.0,2022-07-10
Cà rốt,559,12000.0,2022-07-17
Cà rốt,566,12000.0,2022-07-24
Cà rốt,573,12000.0,2022-07-31
Cà rốt,580,12000.0,2022-08-07
Cà rốt,587,12000.0,2022-08-14
Cà rốt,594,12000.0,2022-08-21
Cà rốt,601,12000.0,2022-08-28
Cà rốt,608,12000.0,2022-09-04
Cà rốt,615,12000.0,2022-09-11
Cà rốt,622,12000.0,2022-09-18
Cà rốt,629,12000.0,2022-09-25
Cà rốt,636,12000.0,2022-10-02
Cà rốt,643,12000.0,2022-10-09
Cà rốt,650,12000.0,2022-10-16
Cà rốt,657,12000.0,2022-10-23
Cà rốt,664,12000.0,2022-10-30
Cà rốt,671,12000.0,2022-11-06
Cà rốt,678,12000.0,2022-11-13
Cà rốt,685,12000.0,2022-11-20
Cà rốt,692,12000.0,2022-11-27
Cà rốt,699,12000.0,2022-12-04
Cà rốt,706,12000.0,2022-12-11
Cà rốt,713,12000.0,2022-12-18
Cà rốt,720,12000.0,2022-12-25
Cà rốt,727,12000.0,2023-01-01
Cà rốt,734,12000.0,2023-01-08
Cà rốt,741,12000.0,2023-01-15
Cà rốt,748,12000.0,2023-01-22
Cà rốt,755,12000.0,2023-01-29
Cà rốt,762,12000.0,2023-02-05
Cà rốt,769,12000.0,2023-02-12
Cà rốt,776,12000.0,2023-02-19
Cà rốt,783,12000.0,2023-02-26
Cà rốt,790,12000.0,2023-03-05
Cà rốt,797,12000.0,2023-03-12
Cà rốt,804,12000.0,2023-03-19
Cà rốt,811,12000.0,2023-03-26
Cà rốt,818,12000.0,2023-04-02
Cà rốt,825,12000.0,2023-04-09
Cà rốt,832,12000.0,2023-04-16
Cà rốt,839,12000.0,2023-04-23
Cà rốt,846,12000.0,2023-04-30
Cà rốt,853,12000.0,2023-05-07
Cà rốt,860,12000.0,2023-05-14
Cà rốt,867,12000.0,2023-05-21
Cà rốt,874,12000.0,2023-05-28
Cà rốt,881,12000.0,2023-06-04
Cà rốt,888,12000.0,2023-06-11
Cà rốt,895,12000.0,2023-06-18
Cà rốt,902,12000.0,2023-06-25
Cà rốt,909,12000.0,2023-07-02
Cà rốt,916,12000.0,2023-07-09
Cà rốt,923,12000.0,2023-07-16
Cà rốt,930,12000.0,2023-07-23
Cà rốt,937,12000.0,2023-07-30
Cà rốt,944,12000.0,2023-08-06
Cà rốt,951,12000.0,2023-08-13
Cà rốt,958,12000.0,2023-08-20
Cà rốt,965,12000.0,2023-08-27
Cà rốt,972,12000.0,2023-09-03
Cà rốt,979,12000.0,2023-09-10
Cà rốt,986,12000.0,2023-09-17
Cà rốt,993,12000.0,2023-09-24
Cà rốt,1000,12000.0,2023-10-01
Cà rốt,1007,12000.0,2023-10-08
Cà rốt,1014,12000.0,2023-10-15
Cà rốt,1021,12000.0,2023-10-22
Cà rốt,1028,12000.0,2023-10-29
Cà rốt,1035,12000.0,2023-11-05
Cà rốt,1042,12000.0,2023-11-12
Cà rốt,1049,12000.0,2023-11-19
Cà rốt,1056,12000.0,2023-11-26
Cà rốt,1063,12000.0,2023-12-03
Cà rốt,1070,12000.0,2023-12-10
Cà rốt,1077,12000.0,2023-12-17
Cà rốt,1084,12000.0,2023-12-24
Cà rốt,1091,12000.0,2023-12-31
Cà rốt,1098,12000.0,2024-01-07
Cà rốt,1105,12000.0,2024-01-14
Cà rốt,1112,12000.0,2024-01-21
Cà rốt,1119,12000.0,2024-01-28
Cà rốt,1126,12000.0,2024-02-04
Cà rốt,1133,12000.0,2024-02-11
Cà rốt,1140,12000.0,2024-02-18
Cà rốt,1147,12000.0,2024-02-25
Cà rốt,1154,12000.0,2024-03-03
Cà rốt,1161,12000.0,2024-03-10
Cà rốt,1168,12000.0,2024-03-17
Cà rốt,1175,12000.0,2024-03-24
Cà rốt,1182,12000.0,2024-03-31
Cà rốt,1189,12000.0,2024-04-07
Cà rốt,1196,12000.0,2024-04-14
Cà rốt,1203,12000.0,2024-04-21
Cà rốt,1210,12000.0,2024-04-28
Cà rốt,1217,12000.0,2024-05-05
Cà rốt,1224,12000.0,2024-05-12
Cà rốt,1231,12000.0,2024-05-19
Cà rốt,1238,12000.0,2024-05-26
Cà rốt,1245,12000.0,2024-06-02
Cà rốt,1252,12000.0,2024-06-09
Cà rốt,1259,12000.0,2024-06-16
Cà rốt,1266,12000.0,2024-06-23
Cà rốt,1273,12000.0,2024-06-30
Cà rốt,1280,12000.0,2024-07-07
Cà rốt,1287,12000.0,2024-07-14
Cà rốt,1294,12000.0,2024-07-21
Cà rốt,1301,12000.0,2024-07-28
Cà rốt,1308,12000.0,2024-08-04
Cà rốt,1315,12000.0,2024-08-11
Cà rốt,1322,12000.0,2024-08-18
Cà rốt,1329,12000.0,2024-08-25
Cà rốt,1336,12000.0,2024-09-01
Cà rốt,1343,12000.0,2024-09-08
Cà rốt,1350,12000.0,2024-09-15
Cà rốt,1357,12000.0,2024-09-22
Cà rốt,1364,12000.0,2024-09-29
Cà rốt,1371,12000.0,2024-10-06
Cà rốt,1378,12000.0,2024-10-13
Cà rốt,1385,12000.0,2024-10-20
Cà rốt,1392,12000.0,2024-10-27
Cà rốt,1399,12000.0,2024-11-03
Cà rốt,1406,12000.0,2024-11-10
Cà rốt,1413,12000.0,2024-11-17
Cà rốt,1420,12000.0,2024-11-24
Cà rốt,1427,12000.0,2024-12-01
Cà rốt,1434,12000.0,2024-12-08
Cà rốt,1441,12000.0,2024-12-15
Cà rốt,1448,12000.0,2024-12-22
Cà rốt,1455,12000.0,2024-12-29
Cà rốt,1462,12000.0,2025-01-05
Cà rốt,1469,12000.0,2025-01-12
Cà rốt,1476,12000.0,2025-01-19
Cà rốt,1483,12000.0,2025-01-26
Cà rốt,1490,12000.0,2025-02-02
Cà rốt,1497,12000.0,2025-02-09
Cà rốt,1504,12000.0,2025-02-16
Cà rốt,1511,12000.0,2025-02-23
Cà rốt,1518,12000.0,2025-03-02
Cà rốt,1525,12000.0,2025-03-09
Cà rốt,1532,12000.0,2025-03-16
Cà rốt,1539,12000.0,2025-03-23
