Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,12000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,13600.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,9400.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-09,10200.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,19600.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,17600.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,20500.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,25300.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,20000.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,12700.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,19850.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,12400.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,19500.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,16000.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-09,16250.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,9700.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,17000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,9000.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,10750.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,9700.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,15000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,8300.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,11466.67
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,8500.0
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,9000.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,9600.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-08,10100.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,9800.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,11600.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,10700.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,12300.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,13000.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,12400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,14000.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,9200.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-07,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,18550.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,17800.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,19500.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,24750.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,18500.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,12300.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,19250.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,12000.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,19050.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,17350.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-07,15650.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,9600.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,18000.0
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,20000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,9150.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,10900.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,9450.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,14000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,8300.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,11466.67
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,8500.0
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,9000.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,10000.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-06,10200.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,9800.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,11600.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,10700.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,12300.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,13000.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,12400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,14000.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,9200.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-02,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,19000.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,17500.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,20800.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,26500.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,21000.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,12500.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,21000.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,12500.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,19400.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,16750.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-02-02,16800.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,9600.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,18000.0
Hương Lài,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,20000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,9150.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,10900.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,22000.0
OM 18,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,9450.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,14000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,8300.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,11466.67
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,8500.0
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,9000.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,10000.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-02-01,10200.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,9800.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,11600.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,10700.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,12300.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,13000.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,12400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,14000.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,9200.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-31,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,20000.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,19100.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,23200.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,26500.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,22300.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,13500.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,21500.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,12500.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,20000.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,17750.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-31,17750.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,9900.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,17000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,9550.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,10750.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,22000.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,14000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,8300.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,11466.67
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,8500.0
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,9000.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,10000.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-30,10200.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,9800.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,11500.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,10600.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,12200.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,12800.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,12200.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,13800.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,9200.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-26,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,20000.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,19100.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,23200.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,26500.0
Gạo Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,22300.0
Lúa BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,13500.0
Lúa nếp 97,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,21500.0
Lúa Q5,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,12500.0
T10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,20000.0
Thiên Ưu,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,17750.0
VN10,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-26,17750.0
Đài Loan,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,21000.0
Đài thơm 8,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,9900.0
Gạo thường,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,17000.0
IR 50404,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,9550.0
Jasmine,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,19000.0
Lúa Nhật,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,7900.0
Nàng Nhen,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,26000.0
Nếp AG,An Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,10750.0
Nhật,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,22000.0
Sóc Thái,An Giang,Bán ra,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,18500.0
CLC 4900,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,15000.0
IR 5451,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,8300.0
Jasmine,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,11466.67
OM 18,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,8500.0
ST25,Cần Thơ,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,9000.0
Gạo 15% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,15620.0
Gạo 25% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,15380.0
Gạo 5% tấm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,15860.0
Gạo thơm,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,22000.0
Gạo thường (IR 50404),Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,16500.0
IR 50404,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,10000.0
OM 6976,Đồng Tháp,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-25,10200.0
Đài thơm 8,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,9800.0
Gạo NL 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,11500.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,10600.0
Gạo NL 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,12200.0
Gạo XK 15% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,12800.0
Gạo XK 25% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,12200.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,13800.0
IR 50404,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,9200.0
Jasmine,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,9600.0
Nhật,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,10600.0
OM 18,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,9400.0
RVT,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,9800.0
ST 24,Kiên Giang,Thu mua,VNĐ/kg,VNĐ,CTV địa phương,2024-01-24,10500.0
Bắc Thơm 7,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-24,20000.0
Đài Thơm 8,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-24,18400.0
Gạo BC15,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-24,21000.0
Gạo nếp cái hoa vàng,Thái Bình,Thu mua,Đồng/kg,VNĐ,CTV địa phương,2024-01-24,24750.0
