Tên_mặt_hàng,Thị_trường,Loại_giá,Nguồn,Ngày,Giá
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-25,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-25,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-12-25,30000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-12-25,20000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,28000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,9000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,15000.0
Cam sành,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,17000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,20000.0
Chuối sim,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,10000.0
Đu đủ,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,11000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,25000.0
Mít thái,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,27000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,18000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,112000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-20,90000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,30000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,16000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,45000.0
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,16000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,30000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-12-19,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,30000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,25000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,18000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,30000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-12-18,20000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,30000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,16000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,45000.0
Dưa chuột/dưa chuột,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,17000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,25000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-12-15,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,30000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,25000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,25000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,18000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,40000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-12-14,20000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,25000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,9000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,16000.0
Cam sành,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,16000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,20000.0
Chuối sim,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,10000.0
Đu đủ,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,10000.0
Dưa chuột/dưa chuội,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,9000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,23000.0
Mít thái,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,26000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,16000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,110000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-13,86000.0
Bắp cải,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,10000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,35000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,17000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,18000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,25000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,30000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-12-12,11000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,30000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,25000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,25000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,18000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,40000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-12-11,20000.0
Bắp cải,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,10000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,35000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,17000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,45000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,17000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,25000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,30000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-12-08,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,28000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,26000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,18000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,14000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,16000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,30000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-12-07,20000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,24000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,9000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,15000.0
Cam sành,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,16000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,22000.0
Chuối sim,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,10000.0
Đu đủ,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,10000.0
Dưa chuột/dưa chuội,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,9000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,24000.0
Mít thái,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,27000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,17000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,107000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-12-06,84000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,55000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,35000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,17000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,45000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,17000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,25000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,30000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,10000.0
Rau ngót,Hà Nội,Bán lẻ,CTV địa phương,2023-12-04,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,30000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,25000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,18000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,30000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-12-04,20000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,30000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,16000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,45000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,17000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,25000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,25000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-12-01,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,12000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,25000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,19000.0
Chanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,45000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,27000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,17000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,16000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,30000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-11-30,15000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,12000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,25000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,25000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,18000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,15000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,30000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-11-27,15000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,25000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,8000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,15000.0
Cam sành,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,16000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,20000.0
Chuối sim,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,10000.0
Đu đủ,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,10000.0
Dưa chuột/dưa chuội,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,9000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,24000.0
Mít thái,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,27000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,18000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,100000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-27,80000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,10000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,25000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,20000.0
Chanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,47000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,18000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,27000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,17000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,16000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,13000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,25000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-11-23,15000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,29000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,11000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,18000.0
Cam sành,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,19000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,21000.0
Chuối sim,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,9500.0
Đu đủ,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,10000.0
Dưa chuột/dưa chuội,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,9000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,24000.0
Mít thái,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,26000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,18000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,102000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-22,82000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,26000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,17000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,45000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,18000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,25000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,25000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,10000.0
Rau ngót,Hà Nội,Bán lẻ,CTV địa phương,2023-11-17,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,10000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,25000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,20000.0
Chanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,47000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,25000.0
Mồng tơi,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,12000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,16000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,12000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,25000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-11-16,15000.0
Bưởi da xanh,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,28000.0
Bưởi long Núm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,11000.0
Bưởi năm roi,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,18000.0
Cam sành,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,19000.0
Chôm chôm Java,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,19000.0
Chuối sim,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,10000.0
Đu đủ,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,10000.0
Dưa chuột/dưa chuội,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,9000.0
Hồng xiêm,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,21000.0
Mít thái,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,28000.0
Nhãn tiêu quế,Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,17000.0
Sầu Riêng Ri 6 (loại đẹp),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,100000.0
Sầu Riêng Ri 6 (loại xô),Tiền Giang,Thương lái thu mua,CTV địa phương,2023-11-15,75000.0
Bưởi da xanh,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,60000.0
Cà chua,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,26000.0
Cà rốt,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,20000.0
Cam sành,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,43000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,25000.0
Khoai tây,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,18000.0
Rau cải mơ,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,22000.0
Rau cải ngọt,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,25000.0
Rau muống,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,10000.0
Rau ngót,Hà Nội,Bán lẻ,CTV địa phương,2023-11-14,10000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,25000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,20000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,15000.0
Khoai tây,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,20000.0
Mít thái,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,25000.0
Mồng tơi,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,12000.0
Mướp đắng,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,30000.0
Mướp hương,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,15000.0
Quả bí xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,15000.0
Rau cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,12000.0
Rau ngót,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,25000.0
Su su quả,Sơn La,Bán lẻ,CTV địa phương,2023-11-13,15000.0
Bắp cải,Sơn La,Bán lẻ,CTV địa phương,2023-11-09,15000.0
Bưởi da xanh,Sơn La,Bán lẻ,CTV địa phương,2023-11-09,40000.0
Cà chua,Sơn La,Bán lẻ,CTV địa phương,2023-11-09,25000.0
Cà rốt,Sơn La,Bán lẻ,CTV địa phương,2023-11-09,20000.0
Đậu cove,Sơn La,Bán lẻ,CTV địa phương,2023-11-09,20000.0
