Tên_mặt_hàng,Thị_trường,Loại_giá,Nguồn,Ngày,Giá
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-05-19,6000.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-05-19,7125.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-05-16,8460.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-05-16,10070.0
OM 5451,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-05-16,5900.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-05-15,6000.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-05-14,7125.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-05-14,15300.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-05-14,6850.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-05-13,7750.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-05-13,10650.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-05-12,6000.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-05-12,7075.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-05-09,8520.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-05-09,10250.0
OM 5451,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-05-09,6050.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-05-07,7025.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-05-07,15400.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-05-07,6950.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-05-06,8000.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-05-06,10800.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-05-05,6000.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-05-05,7025.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-29,7850.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-29,10850.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-28,6000.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-28,7025.0
Gạo NL 25% tấm,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-04-25,8510.0
Gạo XK 5% tấm,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-04-25,10120.0
OM 5451,Kiên Giang,Thương lái thu mua,CTV địa phương,2025-04-25,6500.0
OM 5451,An Giang,Thương lái thu mua,CTV địa phương,2025-04-24,6300.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-24,6200.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-23,7075.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-04-23,15400.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-04-23,6950.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-22,7850.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-22,10850.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-21,6000.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-21,7075.0
OM 5451,An Giang,Thương lái thu mua,CTV địa phương,2025-04-17,6175.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-17,6200.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-16,7075.0
ST24,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-16,9325.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-04-16,15400.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-04-16,7200.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-15,7700.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-15,10950.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-14,6200.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-14,7075.0
ST24,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-14,9325.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-10,6200.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-09,6825.0
ST24,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-09,9675.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-04-09,15200.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-04-09,6400.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-08,7600.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-08,10650.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-04-03,6200.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-02,6525.0
ST24,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-04-02,9650.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-04-02,15000.0
OM 5451,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-04-02,6400.0
OM 5451,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-01,7600.0
ST24,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-04-01,10650.0
OM 5451,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-31,6200.0
OM 5451,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-03-31,6525.0
ST24,Sóc Trăng,Thương lái thu mua,CTV địa phương,2025-03-31,9650.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-14,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-03-14,6550.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-03-14,7500.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-14,6200.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-14,7600.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-03-14,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-03-07,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-03-07,6700.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-03-07,7200.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-07,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-03-07,7800.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-03-07,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-28,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-28,6400.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-28,7300.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-28,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-28,7800.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-28,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-21,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-21,6600.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-21,7200.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-21,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-21,7900.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-21,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-15,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-15,6600.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-15,7000.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-15,6400.0
Lúa Jasmine,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-15,8100.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-15,6200.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-02-08,7200.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-02-08,6700.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-02-08,7000.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-02-08,6600.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-02-08,6000.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-01-24,7000.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-01-24,6300.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-01-24,7100.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-24,6700.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-24,6000.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,CTV địa phương,2025-01-17,7000.0
Lúa IR 50404,Đồng Tháp,Thương lái thu mua,CTV địa phương,2025-01-17,6300.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,CTV địa phương,2025-01-17,7000.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-17,7000.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-17,6500.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-10,7200.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-10,7400.0
Lúa IR 50404,Tiền Giang,Thương lái thu mua,CTV địa phương,2025-01-03,7800.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,CTV địa phương,2025-01-03,7600.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-20,9930.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-20,11050.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-20,8300.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-19,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-19,7900.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-18,9980.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-18,11100.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-18,8400.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-17,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-17,7900.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-16,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-16,7900.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-16,9980.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-16,11100.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-16,8400.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-13,9980.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-13,11100.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-13,8400.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-12,7500.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-12,7900.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-11,9980.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-11,11100.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-11,8400.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-10,7450.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-10,7900.0
OM 5451,An Giang,Thu mua,Long Xuyên,2024-12-09,7450.0
OM 5451,An Giang,Thu mua,Tỉnh An Giang,2024-12-09,7900.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-09,9980.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,Giồng Riềng,2024-12-09,11100.0
OM 5451,Kiên Giang,Thu mua,Giồng Riềng,2024-12-09,8400.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-12-06,10030.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-12-06,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-12-06,7800.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-12-05,7675.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-12-04,10030.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-12-04,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-12-04,7800.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-12-03,7675.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-29,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-29,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-29,7400.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-28,7525.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-27,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-27,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-27,7400.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-26,7525.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-22,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-22,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-22,7600.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-21,7500.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-20,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-20,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-20,7600.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-19,7500.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-15,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-15,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-15,7400.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-14,7450.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-13,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-13,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-13,7400.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-12,7450.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-08,9900.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-08,11600.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-08,7400.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-07,7375.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-06,10000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-06,11700.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-06,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-11-05,7375.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-01,10000.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-11-01,11700.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-11-01,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-31,7300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-30,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-30,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-30,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-29,7300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-25,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-25,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-25,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-24,7300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-23,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-23,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-23,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-22,7275.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-18,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-18,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-18,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-17,7275.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-16,10450.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-16,12150.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-16,7250.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-15,7275.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-11,10450.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-11,12150.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-11,7250.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-10,7300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-09,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-09,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-09,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-08,7300.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-04,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-04,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-04,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-03,7750.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-02,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-10-02,12050.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-10-02,7200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-10-01,7750.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-27,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-27,11950.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-27,7600.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-26,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-25,10350.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-25,11950.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-25,7600.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-24,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-20,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-20,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-20,8300.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-19,8050.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-18,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-18,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-18,8300.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-17,8050.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-13,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-13,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-13,8300.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-12,8150.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-11,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-11,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-11,8300.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-10,8150.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-06,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-06,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-06,8200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-05,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-04,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-09-04,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-09-04,8200.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-09-03,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-30,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-30,13070.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-30,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-29,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-28,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-28,13070.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-28,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-27,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-23,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-23,13070.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-23,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-22,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-21,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-21,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-21,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-20,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-16,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-16,12000.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-16,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-15,8100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-14,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-14,13070.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-14,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-13,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-09,10400.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-09,13070.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-09,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-08,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-07,10500.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-07,13170.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-07,6500.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-06,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-02,10500.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-08-02,13170.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-08-02,6500.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-08-01,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-31,10600.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-31,13270.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-31,6900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-30,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-26,10600.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-26,13270.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-26,6900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-25,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-24,10600.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-24,13270.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-24,6900.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-23,7000.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-19,10700.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-19,13370.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-19,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-18,7100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-17,10700.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-17,13370.0
OM 5451,Kiên Giang,Thu mua,CTV địa phương,2024-07-17,7000.0
OM 5451,An Giang,Thu mua,CTV địa phương,2024-07-16,7100.0
Gạo NL 25% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-12,10600.0
Gạo XK 5% tấm,Kiên Giang,Thu mua,CTV địa phương,2024-07-12,13270.0
