Loss
1153367802.855792
678886614.3073286
701631829.4940898
763491957.0496454
793142766.7706856
693397833.6643026
608905507.7825059
643289417.531915
601232170.5153664
618027213.5508274
601378651.3758866
572452904.6808511
576612606.893617
566044833.6264776
605052899.2056738
605730334.6004728
611401103.8865248
608030353.6832151
602859106.4964539
792486902.6288416
791487900.2931442
733237659.0638298
690393507.21513
791413563.9905437
791409443.8959811
790833219.6501182
789945557.6737589
711252248.6241134
611517221.5130024
792879407.4137115
790735106.572104
790135876.1040189
790494317.1252955
790511774.35461
763374871.5460993
657093575.4799055
768864421.0118203
791150760.7186761
790848237.4846336
790322528.4539007
791236663.9243499
790885595.7257683
791111157.825059
790302789.5791962
789940187.7257683
789855383.1678487
784758142.5626477
790290163.6122931
791085628.9929078
790576309.5981088
791687103.7541372
790741140.9739953
790989888.321513
790201671.3947991
790350543.3664303
790944133.1820331
790242139.7257683
790269979.7068558
790410471.7352246
790876565.8061466
783135007.7541372
790602516.7659575
790576739.5744681
790278593.2671394
791287868.6903074
736483367.2718676
595646024.2931442
620489756.8037825
610705134.0425532
631806592.5200945
587507499.1583924
788857109.7304964
791008582.6761229
791548741.5981088
790273758.468085
790852723.9148936
790804113.8534279
790123145.0780141
790954284.78487
790848301.1631205
790505307.820331
790477250.6099291
790755128.1323878
790191688.4539007
790344761.5697399
790678662.0898346
790420492.8794327
790362666.893617
782132339.0260047
747732517.8061466
790622665.64539
790500127.4893616
790117610.2127659
790553857.5886525
790370542.3735224
791015038.6761229
790334005.749409
790758944.0945626
790532269.5791962
790647573.427896
790424489.0969267
790222527.5650119
790032412.3309692
790405362.288416
790567017.8723404
790843092.822695
790445265.929078
790357721.4751773
790342578.1938534
790405172.9361702
790536454.0898346
790414593.891253
791050615.1111112
790654904.0945626
790270337.7210401
790223986.7044917
789516851.3475177
791344992.0189126
790090222.4869976
790611895.9621749
790190964.463357
790558785.6264776
790261141.3900709
790271101.4468085
789979309.5413711
790394601.2671394
791026111.2056738
790328322.9503546
790306421.3711584
789920151.5839243
790515436.9172577
789837608.6808511
790735625.8156028
789699330.9692671
789789056.283688
788176513.6264776
789692770.534279
788877565.1442081
788439876.1040189
789227458.4964539
789109518.9219859
788524714.8557919
789726051.6501182
790216764.3877069
789192202.8747045
789222987.9148936
790338028.5200945
791035400.6241134
790008228.4066194
789636543.640662
789279634.1182033
787792487.7541372
788532712.3026005
787782577.0969267
786771841.4373523
788455587.820331
787761757.8817967
788129763.8581561
786052630.4869976
791106215.0921986
789574100.3498818
788042759.6217494
788339933.711584
787216437.6548463
789508759.3002365
789431750.2789599
790429540.2364066
790177579.1962175
790082778.0992907
790521640.6241134
790696067.9905437
790329570.7801418
790171597.5886525
790500670.3735224
790339395.9905437
787636304.5673759
786782766.2222222
787490139.5744681
788274587.3853428
786887237.2198582
786573121.2671394
788004350.5248227
785859569.531915
786810014.5248227
788048429.5791962
788321994.8747045
787841898.893617
787992281.0401891
786603142.7328606
788104220.8605201
787992520.8888888
787830927.1489362
785647620.0472813
789411138.0047281
790097874.1560284
790281919.3002365
789732544.926714
789781660.9550828
789806541.9196217
788177321.3617021
788742853.002364
787074739.21513
787193825.7588652
786811823.2434988
787585123.3664303
786640535.3758866
790925566.468085
790510664.2647754
790282385.0591017
790167133.5224587
790182994.6099291
790458102.3167849
790501839.2624114
790403195.6312057
790172841.2293144
790243228.7281324
789990096.4160757
790270524.2364066
790480346.6288416
790459294.5815603
789884167.7352246
790418815.0543735
790546932.7281324
789706428.5768322
789689086.1843972
788507323.6501182
788940005.465721
789021240.3877069
787146720.9456265
785753189.4468085
787011796.463357
785745016.0
785072304.7375886
785543169.9858156
786687200.359338
784878338.4397163
786044476.4066194
785640004.0094563
785622586.2316785
783353909.7683215
786525888.4539007
786786744.643026
788608467.5933806
786987183.9054374
785910435.1962175
785370144.1134752
785550704.8510638
785085335.9810874
783774908.9739953
784794809.5697399
783640994.3640662
784372399.7919621
784895821.6359338
785320512.2080379
785385650.3073286
782700078.9219859
785726185.531915
787616361.4751773
785426323.7825059
788444030.8841608
785829212.8983451
782597246.2222222
785497616.964539
784683891.2907802
782524986.3829787
786280604.7092198
782327923.6879432
781613312.926714
783401540.9550828
785087375.7541372
784558968.5106384
785036328.0756501
783544682.0236406
785789287.356974
783256180.1040189
783530002.4586289
785571324.3309692
784589908.1418439
784617678.7328606
786602294.2789599
787186385.6832151
786256004.9361702
784113347.1205673
784150477.0496454
785343885.2387707
787236912.7186761
787792921.531915
788624536.7565012
785634509.0496454
784064744.3782506
787970045.8628842
786153156.8416076
786499078.6382979
787463615.3758866
787720131.5933806
784647435.8959811
785609116.5768322
786737473.7777778
787178432.5106384
788797814.3735224
